locus_tag	LanzaTech	MeOH	NO3_lowO2_slow_growth	NoCu	NoLanthanum	WT_control	WithLanthanum	aa3_KO	crotonic_acid	highCu	highO2_slow_growth	lowCH4	lowCu	lowO2_fast_growth	lowO2_slow_growth	medCu	slow_growth	uMax	unknown	gene_symbol	product	type	sys	pc1	pc2	pc3	tsne1	tsne2
EQU24_RS04435	11.634724109063255	7.067323272620024	16.96868575810989	12.714288454387983	18.709418384554787	12.979279108841668	16.05243081954749	10.335642914092915	24.97494433588156	11.227551923336964	24.339387347392115	11.708694897438427	12.238917612184375	13.76198104548734	3.766728942889278	10.310185130462107	10.690224660926656	14.991391344722311	6.52577960426409		glycosyltransferase family 4 protein	CDS	other	-0.2724247618209467	0.03418256871941656	0.01386770373272712	11.700625	-4.100121
EQU24_RS04440	13.839074826190503	12.846528896121587	19.345132854440322	21.651042293137674	27.177153121969155	14.5636916404376	24.52548233139209	12.341632711740132	22.766615769320495	17.844115321943427	29.622261220710108	16.710569891065237	18.512379048452754	18.129301115894393	7.625265049736837	16.759410341244735	19.587936756801316	20.557691270292388	10.96510518986518		glycosyltransferase	CDS	other	-0.26621516156688985	0.03356001582253371	0.01316657643774717	11.38354	0.19529109
EQU24_RS04445	33.76640149678795	28.597146050502428	39.07137714110826	58.517144148910894	72.85750581435222	32.584756031612905	79.19845994651112	32.47375271710662	45.39609641444045	47.98045057851533	83.4472851283428	35.57096674235685	50.97846355344381	31.64509366557076	22.30526653592264	43.38362488244598	62.62272433604288	41.00763355320216	23.89218021130592		class I SAM-dependent methyltransferase	CDS	other	-0.23108220038947647	0.02591921130778187	0.004755994228806422	0.79434407	3.0382624
EQU24_RS04450	23.196210317555646	28.77829235236134	38.29491842379888	46.875324528349005	62.526239336510095	29.007895678445706	59.82407319657956	29.148227927944177	47.68340292562671	41.516170089069796	69.10929212209402	33.29722336396635	41.93469463710958	37.84139851673989	20.668784574988972	35.131728921093405	46.12013485830302	44.23692708465749	41.359758419760134		glycosyltransferase family 4 protein	CDS	other	-0.23789564136345737	0.030446314280592343	0.008721870961968404	2.311242	5.2948985
EQU24_RS04455	44.49481184463113	38.965532552541355	54.41072098902647	69.19161733633808	126.27399401745785	47.259921213456145	120.57792462954725	53.74369227805636	69.33619907667605	60.423858854184644	80.11162618604956	44.23738062998145	58.67044589482681	48.39271321920696	29.547687843813264	54.99685473128385	52.69919205645432	62.20512588727083	37.71191978438396		transposase	CDS	other	-0.21224208209468817	0.022782845765314516	0.0029578581484907083	-0.16566578	-1.3998934
EQU24_RS04460	26.954965978416794	30.293490855284386	42.61411686977067	44.137591222078726	60.00493031887762	29.92911819920903	50.94129024574648	29.051375150364443	58.515508734877514	40.99499493440943	58.838400196668935	31.45558409400087	39.75273823272425	41.21644226051703	14.301125211078391	35.225744674931086	31.887028328063764	53.70114577616647	26.41899641693243		hypothetical protein	CDS	other	-0.23927093820490067	0.031013250004962262	0.007426296809564877	2.4423985	7.004458
EQU24_RS04465	41.82735025500922	28.18618562942937	67.39836267116696	62.55886632619115	49.203125292579045	52.34401910507471	45.07263367064758	29.11176335512957	42.71520654901788	64.32913770934479	83.88782912529966	69.79652496172584	49.01113199346553	58.90897366705544	21.23421115410254	50.380181932003374	75.66333867860897	45.42283958293911	26.516427265443543		PBP1A family penicillin-binding protein	CDS	other	-0.22445654383716798	0.02434566961099417	0.009281049306657003	-0.69015336	4.837121
EQU24_RS04470	99.9837096879959	44.643867386465175	114.16473594391177	83.36684765954544	125.3408048968726	60.22983084750808	118.55972320044484	58.16792764386116	104.73980616233126	83.54819917297996	134.68028146185873	94.08225986970174	75.96116672934139	86.50850917412713	38.70342708244209	67.63343623042792	118.90137998081282	86.02678202849233	54.7623542287276		pilus assembly protein PilM	CDS	pilin	-0.17923551121057385	0.009821666596723653	0.005299103265655461	-4.627293	-0.8872411
EQU24_RS04475	87.77561885712149	28.60394912175703	65.9549194607985	51.75703856483816	56.64304743439531	42.25819918390047	48.3554433842101	38.51975152593972	59.0062504796704	55.08589184031564	84.89633454364278	58.442449127602416	52.055773048723886	56.79156271909981	18.836719259841733	40.70877366389204	70.15038128771036	52.715233191197115	36.63311327390824		PilN domain-containing protein	CDS	other	-0.222153572116877	0.02055932834014049	0.01069672276763044	-1.6693164	6.877065
EQU24_RS04480	79.51037901208564	30.618266195826404	72.57388671256973	54.75796022180287	76.83587412714192	48.51809326327165	70.6315532357129	48.034456637347745	70.85535606410846	66.98008135624538	88.64760614074625	66.74227595690449	53.34004018831498	61.043322840365995	19.086861492773412	50.82509656639561	71.57176945837062	61.92178481158715	32.97584750990934		pilus assembly protein PilO	CDS	pilin	-0.21364753446421164	0.018694600142469868	0.0088872335882731	-2.2336278	6.420087
EQU24_RS04485	52.048060216306354	24.932597588174787	56.30557470308695	91.88195555380729	73.4097164024082	42.20377034964974	61.17488523561466	39.30721645268837	55.50130728387816	99.52543551950176	91.85684027261652	58.06643699707471	72.874892627195	52.84523955044441	29.739552487903072	70.44536080731883	70.9200418335113	60.031096367519105	45.39703814478197		pilus assembly protein PilP	CDS	pilin	-0.21086217010816186	0.028632603401440342	0.003415934520713474	-4.8702164	6.245697
EQU24_RS04490	48.84028005022595	25.281974501748447	59.27175135995847	60.691350851760724	62.10082038607807	43.38803260187191	54.79824938627871	46.22640242247474	56.83785676543681	58.093438357810825	84.71398777326657	46.03221607503603	50.33884399707511	40.68680413767968	17.386402754414743	44.70337601724804	45.13319314683726	47.42414201990318	31.7665623250667	pilQ	type IV pilus secretin family protein	CDS	secretion	-0.22680727864355396	0.02633477043854301	0.004825732120924228	-0.159545	7.327458
EQU24_RS04500	45.120998505035885	39.3983855415019	54.220392814463395	156.22527516111018	58.229782314361195	50.907394251191654	46.155011816279895	57.954087930163354	98.38395767508712	161.9502853016053	77.19647042382337	96.56421677278053	141.85947616991496	84.34851880677331	26.818089237940722	121.66243188006301	55.734053897498455	129.6900065361965	58.98998606280569	aroK	shikimate kinase AroK	CDS	other	-0.18041568899285243	0.043758272541616114	-0.008289383122617252	-10.712652	7.032718
EQU24_RS04505	118.10349700579627	64.5765150892604	72.53744051480612	128.71335632462788	85.57170832377287	75.55797249916071	68.91263066184726	78.29080462575487	168.29974285626847	153.1351082295784	90.78944949960413	96.52637941698512	124.8544758014654	137.86143667183399	22.93212933258769	125.19011697285259	66.06465820426088	181.48133883419425	84.21602928902504	aroB	3-dehydroquinate synthase	CDS	other	-0.15682293719112	0.03223614846861961	-0.0020158832997987054	-11.316573	4.9608912
EQU24_RS04510	66.74051170946323	64.7933746478018	54.895127620042565	82.74631100774627	63.92121584989709	56.35398979452947	54.353582410287416	46.78088065453854	121.42391829764155	87.52564817229508	68.8559625586262	74.9549293531168	88.58037143182746	95.78224905835528	18.520948115604664	86.23823296765279	43.27559349765586	110.6582406128821	35.89846762660882		hypothetical protein	CDS	other	-0.20011342926205278	0.033846281548016964	0.00026204590663476973	-7.8913608	8.138071
EQU24_RS04515	111.20955376694748	71.10922349656224	95.29944151851188	109.80596037814287	96.23506719210332	103.44339760940889	88.65003887972273	97.80971336787363	177.18012389754017	114.25625195536313	100.13102264245126	97.401962657678	108.45308086644934	143.0086680957484	36.291339584351164	100.14502900439798	61.58930546353564	151.87643168221226	149.26041829911225	hemE	uroporphyrinogen decarboxylase	CDS	other	-0.15671519968614403	0.029228223106383736	0.005392477879410532	-10.084735	4.668884
EQU24_RS04520	146.01186559917667	43.259311818775075	99.79867017585246	131.52302496932967	93.41212969855633	104.10814779529034	81.44042983422929	99.48189943381368	127.08576422207662	127.67646444463062	121.14475256486675	96.63695042534154	129.8879205437257	112.39761210886714	40.646425044347204	117.2437334987212	114.68361900569478	137.20790607788072	88.04313616090647		thiol peroxidase	CDS	other	-0.15301603732615268	0.015603360939762945	0.0014871205333587168	-10.253905	2.7960484
EQU24_RS04525	213.5223361284559	42.40937206674187	201.77252254353132	157.20001697532706	95.51025754300204	200.32428193985885	101.42291595487775	69.31168628791113	117.89310604322475	143.09644274845718	263.86000679284814	97.43434350430894	126.93181336209292	112.17443023136929	144.88443652741307	123.86927275039179	323.9723394588103	109.02949139712575	209.91161061449915		hypothetical protein	CDS	other	-0.10330090119426324	-0.015216236807064252	0.020233929886740467	-6.288393	-3.7525477
EQU24_RS04530	13.412208475206898	13.240252532534928	25.107329655724698	41.031278735943424	39.80576832283456	27.06522195563576	34.43044113684688	33.96109852338308	45.71697574126797	40.20353755821438	44.72547590355835	20.247845381210126	36.999665116224726	23.752903935292462	8.746547538588636	35.28684846800705	17.22733341112962	38.32491371136667	17.225728349096837		hypothetical protein	CDS	other	-0.2509181204601203	0.034152442640244966	0.007232660422785589	7.9034257	8.105691
EQU24_RS04535	17.61233786150743	19.945069229136745	31.55293333345594	25.65039237320733	51.810248400927456	25.167003675286256	50.98220810942192	24.68512198018509	53.42284840859493	19.70058495867663	47.010794599091355	20.46507070069797	24.331077210106027	25.596904866393704	9.343888408843373	22.961526184431612	17.277488382566226	30.240235271148848	16.062507382123776		hypothetical protein	CDS	other	-0.25376575688206615	0.031243481387573928	0.008893450169267328	6.0671434	2.1463513
EQU24_RS04545	60.14416090367041	16.597304172449054	49.67862158513299	59.58141420855956	48.486735378281956	42.59298684763772	42.60060876955821	46.92119990970279	54.20460978032909	50.27232768591766	64.01321443452528	27.602082185285592	52.45419212583574	38.39718302064863	14.521607254653814	50.727872689424146	41.99685436905191	51.2533947764314	60.67958389289406	cpsG	phosphomannomutase CpsG	CDS	other	-0.2305415299801886	0.028737236808085504	0.009198614402873026	0.25735232	8.880439
EQU24_RS04550	91.4371143184373	23.93358322819095	66.25416620039813	96.71958501688268	86.32091716826648	55.507072956319035	81.94642814129755	69.48431208020523	64.37132731318536	93.34783978987016	104.15498147652906	48.098239049945725	98.63120317595398	48.07342859576746	33.06051420755451	82.20005950519354	84.38444004305842	69.98043334624943	36.2904768781572		Uma2 family endonuclease	CDS	other	-0.19763036408393947	0.019514252919733705	-0.0004589306820328136	-5.5505733	4.7957826
EQU24_RS04555	204.8732096295784	36.15969134193496	128.06651018637245	122.6773147796478	116.07148348443828	110.79561346614477	103.03583874301447	132.66521920102008	166.85470759579857	167.38421921666492	166.74166461955167	90.82265181866318	138.12000977610325	104.62095682220956	35.67876870651795	149.88857095490397	133.02043463525897	150.77627847145826	95.86475521048422		formate--tetrahydrofolate ligase	CDS	other	-0.12817135758034973	0.003457691281732708	-0.0018780026634379015	-10.464877	1.0283387
EQU24_RS04560	223.60911393751076	41.65567139004325	170.75399409207193	157.9367478854106	196.21515110409703	162.49126619656764	173.58819268665076	188.8254761039965	204.92386851542454	232.68839124441578	195.46844049711132	115.16750633544599	175.99542789610138	138.18363389445764	54.84546853681476	187.45283747225403	201.30241478874228	186.45170846548953	114.15583489598717		serine hydroxymethyltransferase	CDS	other	-0.0754470340652284	-0.015500279064312788	-0.00317420671405825	-10.563855	-2.2721977
EQU24_RS04565	33.78098125574128	30.79542979735268	37.01701534787721	41.65147416510042	30.99404082135225	34.27509843449065	26.963027303439606	29.09379042507829	54.075735334005444	53.128889051796065	45.97042991160985	40.013673661587376	40.59473859104048	58.68546291393778	9.931044485040173	52.80703098060258	22.368447818140712	69.12250322553452	42.160580841934		glycerate kinase	CDS	other	-0.23873875123969304	0.03624090463533472	0.010798135601609077	3.9496443	11.718075
EQU24_RS04570	33.33818988530471	44.35053212920705	68.34687986904608	78.17617051716005	54.430089229446125	56.33984802632543	51.20338884055259	61.43625672713558	72.53429731013344	96.48357449236185	101.37687900857169	58.12604773468651	81.62449534496282	84.97710538500161	20.31274924089902	102.52404040417161	62.37633381021841	110.63936733066389	52.268163657828424		methylenetetrahydrofolate dehydrogenase	CDS	other	-0.20094417287855001	0.03177496498738606	0.0013369845206800393	-6.261207	7.7274456
EQU24_RS04575	404.10822495871514	187.41987318373708	377.93229076330925	323.34644153959533	591.9434085598081	221.1050980933705	509.1760598366491	247.97041532071572	468.9447770826499	286.00682706324295	446.7015736524834	245.06668618036352	303.5208689067692	278.67412116578794	102.32114215839756	235.49857710016667	275.7307930469167	368.5489079264368	184.2797830584693		malate dehydrogenase	CDS	other	0.11757570378271527	-0.05322045551744578	-0.05535724706740415	-7.824219	-7.8592005
EQU24_RS04580	33.70240045686441	30.5535355050671	51.484024507968016	58.48537853769208	71.34143420877884	45.78188071866999	67.01979695602331	44.37334131797547	63.76296600044726	60.5544151960068	75.93801409502156	43.66531507778016	52.16649490822523	54.27249152485029	15.278972545750912	53.56098748567943	39.85396369044281	68.8437333428356	61.549330780373694		D-glycerate dehydrogenase	CDS	other	-0.2228946369764255	0.030771987541472756	0.006834468430729081	-0.98870593	6.356063
EQU24_RS04585	22.457876752180297	11.631733908878784	29.220764381895577	22.11472004962903	48.345577071800115	32.48125287486319	50.02998772126968	27.73690175424378	41.296043452008924	22.090894707053728	48.9226140951045	18.1509963486808	20.552077140431095	20.240527178746362	7.961171639625743	17.95324830514698	18.030963559366086	24.26719822617386	32.03357283939775		type IV pilin protein	CDS	pilin	-0.25522429147204057	0.030295370940519328	0.01149820247247797	6.216106	1.7502327
EQU24_RS04590	12.683338508660867	11.077590697120078	16.935008985188112	17.624213463224365	30.925162819203234	19.054669496952453	33.75468836628918	16.87545366018995	22.611746981952226	14.308982835114666	36.818667092066406	13.937932507449194	15.904076336683554	16.423619201901705	7.056178730141279	14.890158499876483	16.8618449486772	17.192118697208556	17.244895298105483		hypothetical protein	CDS	other	-0.2660217764251968	0.032949532179041	0.012836036130716195	9.69836	-0.4499017
EQU24_RS04595	5.60201833375086	4.789304451288364	9.951108795014147	9.81005876196266	19.52489683454906	14.231043755444738	20.66861286236459	8.673387540985942	11.831299098950902	8.752546675727661	19.414496860081943	7.296852728619093	8.792194753395991	8.954630873969476	5.695057867121034	7.679257159964038	5.864937866128598	10.368258876819318	23.80041927847578		pilus assembly protein	CDS	pilin	-0.27574458871833024	0.03610320475910644	0.016045896971400457	9.473913	-6.1634674
EQU24_RS04600	3.5541811610233065	3.7708243710654594	9.659638117090854	10.183662725230919	18.29907723616997	13.743194935713925	21.150278502063024	8.089860082719786	10.239769014035367	8.694600658305287	22.417972467953824	6.8270132157532535	7.888487837739818	6.787920220552746	7.495850235569051	7.3001404507766	8.455374459867127	7.781809810459419	20.05457134407404		prepilin-type N-terminal cleavage/methylation domain-containing protein	CDS	pilin	-0.2762977693908442	0.035770035908573014	0.01570031283570605	9.501358	-6.178486
EQU24_RS04605	9.98533986126783	9.316329953039242	21.178686350151864	16.699895196656332	45.155316949061515	30.70208062379572	63.97817300997495	14.313582348719931	19.29304200698579	9.59653991808769	35.257394210349204	11.398646361871556	16.406118664967945	11.774044225218276	11.24098196473615	12.470518423469391	20.708280852294067	11.556480981383949	68.96247038818575		hypothetical protein	CDS	other	-0.26204678057207614	0.03336917451062984	0.016885469067792695	4.8966913	-3.9171193
EQU24_RS04610	16.003570657280505	9.748571521650494	22.27318141386852	19.610043497627533	45.07792593530443	32.06333859451733	57.4283953457964	21.0519514314312	26.820840969211453	16.082955734369513	46.489116541619424	14.137347805302849	17.970461770295167	15.500624955701165	8.67970761845994	15.0394168563533	27.05230342880966	18.748329450087144	91.79222688633965	pilV	type IV pilus modification protein PilV	CDS	pilin	-0.2568176174645298	0.03350076404240062	0.01801762847134676	4.8261447	-3.956753
EQU24_RS04615	29.487424364537162	20.022616869739153	26.958162045566894	30.017999896238496	55.75835809602461	36.41142542245473	76.80354419894623	32.60763099506275	31.103983992749747	18.30391892711411	58.68079305850731	17.071959510754052	26.757505288268405	15.768490888390732	14.128543639871248	24.35236506984693	27.283536825949767	17.383877742601204	37.94531521202681		prepilin-type N-terminal cleavage/methylation domain-containing protein	CDS	pilin	-0.25049906163252444	0.028466499868983707	0.009706034004615593	4.203662	0.23360276
EQU24_RS04625	241.66755913862812	62.89478821588231	189.4119634550489	268.7515850746607	65.95857408444837	124.31724311819556	57.98257412492958	169.4032112468392	177.73536887721542	409.03509016781317	341.7697712054701	155.11041741698378	278.4676728103343	237.4220457371239	78.38698446766692	371.7248432105075	164.1049661737841	337.7887119094437	87.88702209660525		aminotransferase class V-fold PLP-dependent enzyme	CDS	other	-0.019080032353203262	0.02748489769009432	-0.04237066739991997	-12.974512	-4.476511
EQU24_RS04630	271.22614348384633	265.58034966836004	239.78262836816864	354.3158471550884	196.91850494440968	170.11161012430952	168.46834904444285	212.97592817913048	369.01467964232563	491.88311100435976	264.00283312298694	295.1228039694884	352.9915963009279	466.9163953305151	63.761416516895345	405.45195991635444	135.04829822130242	604.5889699672147	217.3618464676825		CoA ester lyase	CDS	other	0.08897232788614191	0.04431306458709225	-0.04263656246072349	-12.296112	-5.761972
EQU24_RS04635	331.845395987673	73.67505857476044	201.51344613494808	308.53213835102684	96.1155898735997	132.49764646514802	80.9076015504252	173.7282243743653	319.7674744818937	424.38832598560583	203.4126976818329	190.3721262039181	317.61954178688353	288.05217527098415	43.757505847752476	378.1965276704583	118.70035333097093	415.7593264665875	159.68194311370092		malate--CoA ligase subunit beta	CDS	other	0.00944852914939136	0.03353078948763776	-0.034106277194692274	-12.7449665	-4.9056897
EQU24_RS04640	412.2265232743085	130.3702748569062	158.03125630830118	323.4741240210256	106.44809589083233	117.5592157535672	104.44832961013046	151.4200152567628	322.3084854621972	440.2526178500031	208.6275702028608	198.61459161843652	330.6991285607428	276.5587807633343	52.325245790508355	384.8692419088199	113.20611766330677	404.83071099548937	162.1171062588317	sucD	succinate--CoA ligase subunit alpha	CDS	other	0.016025671328701457	0.037247647942609735	-0.03835186551660068	-12.685764	-4.9370356
EQU24_RS04645	59.7516067892084	37.90473547439241	52.168406793166376	106.33043116512464	30.37112972900988	42.24147504679157	28.188738326893297	45.93431326042	124.17572975665377	146.4513396388232	63.248508205076284	75.51523523907835	115.33361617027248	91.46228193592962	17.57970845719915	142.0987876449456	40.45321942313174	141.52832540145138	46.189419433922026		hypothetical protein	CDS	other	-0.19068242473343017	0.04393936547824097	-0.0031732701280999566	-10.272991	7.6845713
EQU24_RS04650	836.4595391730015	148.99886959359586	552.4683303102615	414.4183919708839	779.8031672987088	276.3121171228327	756.48328687226	416.9371346869879	493.70799444564113	461.92856285599885	682.354712224336	337.31807471478237	383.42417126930275	415.26642449671635	192.32026249147077	350.4898123655975	479.5250080324538	540.8248541839992	303.73970016602743		hypothetical protein	CDS	other	0.3050513450525855	-0.13040405630847665	-0.05017543253731912	-8.310136	-9.127532
EQU24_RS04655	209.87347470188564	64.20558272957305	186.02871990380862	115.68758165924953	217.3963890688919	97.50281582390542	199.41832935697698	104.49988228952361	208.24737105375849	129.69882497892712	223.79022581481172	103.68679368383923	118.90573740471217	140.6001201521688	55.68346345808933	130.84202447376197	116.09655499847207	173.0851867011681	98.83184091395412		PQQ-dependent sugar dehydrogenase	CDS	other	-0.10842038206283668	-0.0014076692167334854	-0.010362113123504447	-7.953536	-2.441933
EQU24_RS04660	33.98940071171619	23.590196538203887	33.18482021646346	30.316282076787203	46.386113895478495	19.11796820242415	40.908565959649366	17.38999421593114	45.90682402890155	27.331839212534913	41.86988531486594	27.239423686079515	26.512713477179812	37.00985926596178	9.77835592835495	25.545651139825935	20.07614470005413	40.74624354571711	29.367675065074998		DUF697 domain-containing protein	CDS	other	-0.2512521883908005	0.03279109744414275	0.011657305716592813	6.012574	4.0271688
EQU24_RS04665	24.84211168325992	12.838588482667372	17.644696902153093	18.265761337240377	29.458397312751565	15.65826502715759	26.3120799017443	15.916680354745168	33.03161165893744	19.867153203042932	27.159753532773806	17.885435300590196	17.81606403604948	22.989549985730267	5.486194952381997	15.50888776677717	12.44182570182165	25.980364497962437	17.81970382805935		GTP-binding protein	CDS	other	-0.2642765299210026	0.03369550320433726	0.013861965224520724	11.876618	1.7897725
EQU24_RS04670	11.310595797463806	9.94446046779387	12.345272075527188	16.33100627093104	17.652013441835	10.067894430529906	16.88376587594077	9.569762121550973	16.032540384127522	15.342246380935489	19.791984041130124	12.497603306965484	13.933511887611507	13.164125484207583	5.532733881863909	12.394523472772937	13.4781685161665	15.081805958886777	9.715475544104502		cyclic nucleotide-binding domain-containing protein	CDS	other	-0.27257226131459733	0.03503005277208534	0.014699284660416156	12.39698	-3.5420315
EQU24_RS04675	16.185594835714838	21.236205200392874	22.816522855803978	25.232289823404173	45.64351504945457	17.741431793151385	43.21640660045982	18.512638978180085	29.61248982370185	21.89560415989012	36.06463773269069	21.120830321729105	23.01072678252239	21.18972052951202	10.679013198837296	20.425253546096684	21.95180002280484	23.660271895792985	12.789498737379493		GGDEF domain-containing protein	CDS	other	-0.25932228360171306	0.03195130365013135	0.01150436922938861	7.3963313	1.0728521
EQU24_RS04680	23.83253412804462	53.844218658094654	43.72518225086496	48.90665778728255	92.63199511726432	25.304035252568546	88.70652529641316	28.25269917390473	47.47990783154629	37.08198499308802	78.06619627349838	49.98616672556826	47.52529105856176	40.927383271662904	18.392273820003357	39.80026229261199	50.47596639181441	50.032594719248465	42.58127487610531		NUDIX domain-containing protein	CDS	other	-0.23016939768489472	0.028856802901667002	0.006341654271417603	1.2358963	1.2605045
EQU24_RS04685	157.4156996673383	39.20623061998092	165.4035254516396	142.85439029529414	340.60908175914795	136.77981094966268	341.2015291361428	186.14360771774284	211.46876239459544	115.98621885932214	218.9028923877646	103.1360768570355	114.53066280730289	83.79747521624783	69.86544364254358	86.86329869761576	214.6644378064159	109.03736669006211	73.75321156254618		c-type cytochrome	CDS	other	-0.09393170315300736	-0.03493988522708027	-0.007258115471699517	-4.8999662	-6.7033286
EQU24_RS04690	96.16509272770348	25.458028680466132	113.16785904959892	79.74694490334319	234.3133177360309	86.74033585432095	236.87238878095778	99.5865834130789	141.75550602285313	65.38756210652423	134.4032626652809	54.30010761823957	71.3969438462711	53.35263680891567	40.54539488976016	59.26131260283612	110.90419500955454	64.8038398888972	59.44447749438948		hypothetical protein	CDS	other	-0.16720413096702816	-0.005119113002424523	-0.00015501898086561642	-2.0714602	-5.131777
EQU24_RS04695	44.10464431557622	25.044872727196203	43.12798617938826	46.18785058674958	67.62481885836475	32.59471650572439	68.17794035228341	34.578163927482464	61.55494666343944	46.67095980998515	80.2670913532082	34.46494095809595	42.79256689403296	38.30411190610775	17.059499220497546	39.393085082872666	39.13029754843881	48.260744129877196	37.145450222256706		NAD-dependent malic enzyme	CDS	other	-0.23263250239280087	0.028379947421997197	0.006132867996157322	0.94529825	4.817848
EQU24_RS04700	25.33685739575389	7.773107698787859	19.377566665580446	23.91278343362623	22.330231388131796	25.965108392774063	22.603972984920887	32.10984646970378	13.226092237096402	31.33754493818475	186.3321346014352	23.24180179260488	34.70223882763113	30.50282761255795	7.574199287412131	39.53949199339633	20.852259649943825	39.61168497116935	15.467186589485646		glycogen/starch/alpha-glucan family phosphorylase	CDS	other	-0.24580097977840215	0.03451451509976501	-0.005981776420405192	3.5709047	8.3475485
EQU24_RS04705	22.070930636105064	15.933232186934802	26.859908454109778	30.120790189562673	23.862373739938786	22.824028215832307	25.440764131400222	24.368827009413664	29.936682941618198	47.29560733040014	79.97551607275307	31.369688628818622	36.46276919869348	33.5588900933052	11.315121862479074	47.01667099928413	24.258308060599788	45.22083101316957	30.831909288782906	rsmA	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase RsmA	CDS	other	-0.24779053584294153	0.036073207476330055	0.007409482292838545	4.64158	8.744101
EQU24_RS04710	19.148436733557116	30.51827138821832	39.23022612736303	55.818161713711795	34.071135476386054	34.50618130307218	29.680041036559693	36.70618987835975	44.03736336519677	74.11299721314087	71.22574666327692	41.09591288300321	54.31548742571267	59.326512998178934	14.792907220272689	64.79298423541096	39.516407588491276	79.08969014682565	65.77013704288584	pdxA	4-hydroxythreonine-4-phosphate dehydrogenase PdxA	CDS	other	-0.22935129639187232	0.03783737847846874	0.008960170136242231	-0.7249081	11.221132
EQU24_RS04715	148.24907593061317	64.69040597863882	126.17186171613078	210.9331279129759	211.42755035154113	87.19311269523311	183.4669946174234	130.5433244294728	135.2657075575097	233.57953091968744	211.74793009145293	124.89730175375688	203.16589421984523	127.61781484868736	77.61012266281504	190.6648764912343	204.22689976350608	197.89284530100693	71.03041170992634		hypothetical protein	CDS	other	-0.08676459864875831	0.004603794176022201	-0.01716340884621495	-10.548222	-1.5767678
EQU24_RS04720	260.4959503567005	48.126192411709155	169.90913080295377	171.94238848018963	143.67509703386048	113.60808291815846	126.50774705018853	158.8241745327814	180.4724327923434	184.49019435942145	282.3830322878205	113.10130814147409	194.97532638584795	121.59751988049351	62.44212209950845	162.59047700166934	220.59585552654534	173.52854026194305	82.13973011688306		DUF2760 domain-containing protein	CDS	other	-0.08554601457995845	-0.012663839812921573	-0.0155786407079174	-10.020603	-2.6767175
EQU24_RS04725	380.4293664464416	73.62897665808853	214.97916064142868	191.62595410962828	192.38450847621888	137.59138578570153	164.62110707931933	161.98531966011706	209.3315371870732	203.28476651515956	271.5420605631962	121.36100760195365	207.29457580016384	146.8973629153671	60.33090016863367	175.74357734904214	199.8345021716396	201.77391949405248	133.09534170121213		Hsp70 family protein	CDS	other	-0.05549502151681887	-0.01983488005702686	-0.014243655102883923	-10.307376	-2.9460793
EQU24_RS04730	90.43797066896015	31.67668613297307	56.781918866409534	53.099850002928825	60.27355692943733	42.534549806867126	52.752918053129406	41.73592131115299	72.67202853313626	63.23067366652647	73.12648587863656	42.06797089304055	49.89597215803362	57.91035528667726	13.297417945780948	50.004551437918956	38.23186530267344	73.29298872232205	72.1458940249237		hsp70 family protein	CDS	other	-0.22048881033000417	0.02793297449762389	0.010354624791391855	-1.524004	7.440842
EQU24_RS04735	77.2227050621434	48.005155131643214	62.21736879593229	64.34578916712739	83.613797479936	48.958348011935236	77.6098850377216	50.989546667831114	80.0371046814818	67.75233713808113	82.85923460315797	50.13708152871264	59.00196707133197	66.31714957518474	16.869029764428934	56.57065888407793	50.01236309287802	76.75406376346979	60.637426774806656		SPFH domain-containing protein	CDS	other	-0.21085959649809088	0.025383358644915293	0.006307962926002639	-3.2965684	7.090929
EQU24_RS04740	18.525795377878886	16.230634459407284	17.55057431927962	24.148719148131267	29.454225597172645	14.575437326412324	26.278698183306442	12.782638718368826	26.55144290394268	24.271815082657827	28.94247001074874	21.03030684515686	21.673683957522456	22.115070382508346	7.4611230742886	21.86427797069202	15.0575018860278	26.34582790730778	15.103998922537457		hypothetical protein	CDS	other	-0.26325602405171306	0.03497160048558227	0.012641168463600755	11.823716	2.63289
EQU24_RS04745	16.696474986433543	10.729352893804696	15.737895872426755	21.99793000486053	18.30299765829779	14.737852783866845	16.77512879958328	14.295299103877559	18.18107200776941	20.36476496086801	27.327648284936778	13.928004839561895	15.687237475322684	12.37675409199263	7.6763639742683125	15.050401615754444	18.421104015663857	16.841409721845437	12.251047090632799		hypothetical protein	CDS	other	-0.2687224661611811	0.03394729141772216	0.014020322425081493	12.83831	-0.47426745
EQU24_RS04750	129.33571286653662	81.72015202892973	99.23217860126644	91.38463867667326	133.34357262753002	80.6770841186246	114.32641849659232	64.78809180509384	126.87839983389944	76.40192013012475	112.83294013943683	90.85995593771645	87.56745414888648	95.5707872122859	33.310061479083934	64.66572227195408	93.14943162325872	88.3162587147486	67.71873149093436		ATP-binding cassette domain-containing protein	CDS	other	-0.17566871744740986	0.013112955323650088	0.0033039042225421734	-4.700141	-0.57792485
EQU24_RS04755	100.43002348940314	58.78196047511936	90.4450565557566	85.49764600820767	134.2204162221776	89.27970588705813	110.49390470337474	75.55754920615345	110.85960780936611	60.36642751894267	120.09213297144854	78.55607106524774	77.65787580337123	80.50473310683113	32.38505824179654	60.20397148222175	99.04152017477912	75.92842128273556	63.0307591628338		serine/threonine protein kinase	CDS	other	-0.18351629953014215	0.0107976762783229	0.003970188022006368	-4.4216204	-0.80454564
